Date,DayOfWeek,School,Enrollment,Attendance,Hamburger,Pizza,HotDog,Skipped
2016-04-12,02-Tue,North Roosevelt M.S.,485,414,206,122,14,72
2016-04-12,02-Tue,West Lincoln High,213,204,46,28,92,38
2016-04-12,02-Tue,Outer Jefferson H.S.,482,455,192,104,61,98
2016-04-12,02-Tue,Central Washington H.S.,238,223,0,109,85,29
2016-04-12,02-Tue,West Truman H.S.,299,252,130,19,97,6
2016-04-12,02-Tue,Central Jefferson M.S.,413,354,191,27,18,118
2016-04-12,02-Tue,Central Roosevelt M.S.,332,307,179,16,95,17
2016-04-12,02-Tue,West Washington M.S.,148,111,45,48,7,11
2016-04-12,02-Tue,North King High,367,345,140,20,152,33
2016-04-12,02-Tue,South Jefferson H.S.,385,340,94,114,76,56
2016-04-12,02-Tue,North York H.S.,280,265,98,15,102,50
2016-04-12,02-Tue,East Roosevelt H.S.,195,181,100,11,58,12
2016-04-12,02-Tue,South Arthur High,414,381,13,7,5,356
2016-04-12,02-Tue,South Truman H.S.,319,313,127,0,8,178
2016-04-12,02-Tue,East Washington H.S.,212,202,105,15,59,23
2016-04-12,02-Tue,East York High,126,107,14,44,19,30
2016-04-12,02-Tue,South Washington High,332,264,88,42,61,73
2016-04-13,03-Wed,North Roosevelt M.S.,485,461,199,101,18,143
2016-04-13,03-Wed,West Lincoln High,213,204,41,64,55,44
2016-04-13,03-Wed,Outer Jefferson H.S.,482,472,218,74,15,165
2016-04-13,03-Wed,Central Washington H.S.,238,221,111,74,19,17
2016-04-13,03-Wed,West Truman H.S.,299,258,17,124,111,6
2016-04-13,03-Wed,Central Jefferson M.S.,413,348,177,141,17,13
2016-04-13,03-Wed,Central Roosevelt M.S.,332,296,145,77,27,47
2016-04-13,03-Wed,West Washington M.S.,148,135,41,19,62,13
2016-04-13,03-Wed,North King High,367,327,51,157,71,48
2016-04-13,03-Wed,South Jefferson H.S.,385,324,150,57,92,25
2016-04-13,03-Wed,North York H.S.,280,268,16,34,131,87
2016-04-13,03-Wed,East Roosevelt H.S.,195,182,65,4,48,65
2016-04-13,03-Wed,South Arthur High,414,331,104,66,119,42
2016-04-13,03-Wed,South Truman H.S.,319,295,1,27,111,156
2016-04-13,03-Wed,East Washington H.S.,212,189,59,48,50,32
2016-04-13,03-Wed,East York High,126,105,53,20,31,1
2016-04-13,03-Wed,South Washington High,332,329,28,57,40,204
2016-04-14,04-Thu,North Roosevelt M.S.,485,457,164,84,44,165
2016-04-14,04-Thu,West Lincoln High,213,201,9,113,28,51
2016-04-14,04-Thu,Outer Jefferson H.S.,482,459,151,44,142,122
2016-04-14,04-Thu,Central Washington H.S.,238,234,57,56,113,8
2016-04-14,04-Thu,West Truman H.S.,299,240,87,105,41,7
2016-04-14,04-Thu,Central Jefferson M.S.,413,401,158,69,71,103
2016-04-14,04-Thu,Central Roosevelt M.S.,332,303,153,27,8,115
2016-04-14,04-Thu,West Washington M.S.,148,127,56,48,0,23
2016-04-14,04-Thu,North King High,367,322,13,96,141,72
2016-04-14,04-Thu,South Jefferson H.S.,385,325,188,70,58,9
2016-04-14,04-Thu,North York H.S.,280,268,131,102,1,34
2016-04-14,04-Thu,East Roosevelt H.S.,195,175,1,23,84,67
2016-04-14,04-Thu,South Arthur High,414,391,7,173,22,189
2016-04-14,04-Thu,South Truman H.S.,319,307,163,130,10,4
2016-04-14,04-Thu,East Washington H.S.,212,208,61,41,33,73
2016-04-14,04-Thu,East York High,126,115,59,47,7,2
2016-04-14,04-Thu,South Washington High,332,295,83,4,112,96
2016-04-15,05-Fri,North Roosevelt M.S.,485,439,20,129,91,199
2016-04-15,05-Fri,West Lincoln High,213,204,72,45,48,39
2016-04-15,05-Fri,Outer Jefferson H.S.,482,481,44,26,134,277
2016-04-15,05-Fri,Central Washington H.S.,238,191,29,71,35,56
2016-04-15,05-Fri,West Truman H.S.,299,287,145,23,97,22
2016-04-15,05-Fri,Central Jefferson M.S.,413,407,211,175,15,6
2016-04-15,05-Fri,Central Roosevelt M.S.,332,311,75,36,171,29
2016-04-15,05-Fri,West Washington M.S.,148,136,45,34,38,19
2016-04-15,05-Fri,North King High,367,329,133,76,101,19
2016-04-15,05-Fri,South Jefferson H.S.,385,298,22,65,94,117
2016-04-15,05-Fri,North York H.S.,280,266,112,96,1,57
2016-04-15,05-Fri,East Roosevelt H.S.,195,168,19,37,94,18
2016-04-15,05-Fri,South Arthur High,414,367,185,116,51,15
2016-04-15,05-Fri,South Truman H.S.,319,310,124,23,45,118
2016-04-15,05-Fri,East Washington H.S.,212,185,47,54,47,37
2016-04-15,05-Fri,East York High,126,124,31,29,50,14
2016-04-15,05-Fri,South Washington High,332,265,44,122,42,57
2016-04-18,01-Mon,North Roosevelt M.S.,485,474,254,20,5,195
2016-04-18,01-Mon,West Lincoln High,213,204,79,93,14,18
2016-04-18,01-Mon,Outer Jefferson H.S.,482,467,68,71,295,33
2016-04-18,01-Mon,Central Washington H.S.,238,222,109,50,26,37
2016-04-18,01-Mon,West Truman H.S.,299,237,47,47,62,81
2016-04-18,01-Mon,Central Jefferson M.S.,413,411,4,47,332,28
2016-04-18,01-Mon,Central Roosevelt M.S.,332,314,41,106,74,93
2016-04-18,01-Mon,West Washington M.S.,148,109,37,44,19,9
2016-04-18,01-Mon,North King High,367,350,206,79,1,64
2016-04-18,01-Mon,South Jefferson H.S.,385,331,179,114,16,22
2016-04-18,01-Mon,North York H.S.,280,258,76,18,145,19
2016-04-18,01-Mon,East Roosevelt H.S.,195,181,56,76,43,6
2016-04-18,01-Mon,South Arthur High,414,353,175,152,20,6
2016-04-18,01-Mon,South Truman H.S.,319,293,56,70,114,53
2016-04-18,01-Mon,East Washington H.S.,212,211,26,50,128,7
2016-04-18,01-Mon,East York High,126,105,31,32,19,23
2016-04-18,01-Mon,South Washington High,332,310,13,29,172,96
2016-04-19,02-Tue,North Roosevelt M.S.,485,426,66,175,75,110
2016-04-19,02-Tue,West Lincoln High,213,209,2,57,148,2
2016-04-19,02-Tue,Outer Jefferson H.S.,482,448,203,151,18,76
2016-04-19,02-Tue,Central Washington H.S.,238,214,117,93,1,3
2016-04-19,02-Tue,West Truman H.S.,299,297,127,48,96,26
2016-04-19,02-Tue,Central Jefferson M.S.,413,366,92,14,64,196
2016-04-19,02-Tue,Central Roosevelt M.S.,332,286,82,61,78,65
2016-04-19,02-Tue,West Washington M.S.,148,115,29,2,15,69
2016-04-19,02-Tue,North King High,367,316,189,8,99,20
2016-04-19,02-Tue,South Jefferson H.S.,385,322,55,47,142,78
2016-04-19,02-Tue,North York H.S.,280,261,61,125,36,39
2016-04-19,02-Tue,East Roosevelt H.S.,195,188,109,0,15,64
2016-04-19,02-Tue,South Arthur High,414,355,101,122,76,56
2016-04-19,02-Tue,South Truman H.S.,319,318,117,31,166,4
2016-04-19,02-Tue,East Washington H.S.,212,206,5,20,157,24
2016-04-19,02-Tue,East York High,126,122,11,41,35,35
2016-04-19,02-Tue,South Washington High,332,267,56,91,100,20
2016-04-20,03-Wed,North Roosevelt M.S.,485,442,82,24,258,78
2016-04-20,03-Wed,West Lincoln High,213,210,61,81,1,67
2016-04-20,03-Wed,Outer Jefferson H.S.,482,466,106,136,77,147
2016-04-20,03-Wed,Central Washington H.S.,238,231,103,80,34,14
2016-04-20,03-Wed,West Truman H.S.,299,239,12,60,130,37
2016-04-20,03-Wed,Central Jefferson M.S.,413,364,141,31,13,179
2016-04-20,03-Wed,Central Roosevelt M.S.,332,286,6,45,173,62
2016-04-20,03-Wed,West Washington M.S.,148,140,18,25,0,97
2016-04-20,03-Wed,North King High,367,303,86,106,55,56
2016-04-20,03-Wed,South Jefferson H.S.,385,337,88,113,134,2
2016-04-20,03-Wed,North York H.S.,280,277,99,117,17,44
2016-04-20,03-Wed,East Roosevelt H.S.,195,194,74,27,25,68
2016-04-20,03-Wed,South Arthur High,414,347,111,166,60,10
2016-04-20,03-Wed,South Truman H.S.,319,309,8,61,238,2
2016-04-20,03-Wed,East Washington H.S.,212,191,46,78,21,46
2016-04-20,03-Wed,East York High,126,116,10,10,13,83
2016-04-20,03-Wed,South Washington High,332,267,62,72,69,64
2016-04-21,04-Thu,North Roosevelt M.S.,485,436,135,76,93,132
2016-04-21,04-Thu,West Lincoln High,213,202,7,105,26,64
2016-04-21,04-Thu,Outer Jefferson H.S.,482,465,39,30,63,333
2016-04-21,04-Thu,Central Washington H.S.,238,234,117,75,28,14
2016-04-21,04-Thu,West Truman H.S.,299,249,85,116,9,39
2016-04-21,04-Thu,Central Jefferson M.S.,413,398,112,143,30,113
2016-04-21,04-Thu,Central Roosevelt M.S.,332,281,116,127,13,25
2016-04-21,04-Thu,West Washington M.S.,148,117,0,40,48,29
2016-04-21,04-Thu,North King High,367,350,165,91,14,80
2016-04-21,04-Thu,South Jefferson H.S.,385,344,184,67,61,32
2016-04-21,04-Thu,North York H.S.,280,266,65,5,49,147
2016-04-21,04-Thu,East Roosevelt H.S.,195,172,34,43,89,6
2016-04-21,04-Thu,South Arthur High,414,359,141,149,18,51
2016-04-21,04-Thu,South Truman H.S.,319,304,98,101,88,17
2016-04-21,04-Thu,East Washington H.S.,212,207,27,43,120,17
2016-04-21,04-Thu,East York High,126,119,64,37,5,13
2016-04-21,04-Thu,South Washington High,332,329,151,61,41,76
2016-04-22,05-Fri,North Roosevelt M.S.,485,450,143,38,237,32
2016-04-22,05-Fri,West Lincoln High,213,210,14,93,91,12
2016-04-22,05-Fri,Outer Jefferson H.S.,482,477,266,160,3,48
2016-04-22,05-Fri,Central Washington H.S.,238,196,7,10,114,65
2016-04-22,05-Fri,West Truman H.S.,299,246,101,16,65,64
2016-04-22,05-Fri,Central Jefferson M.S.,413,342,15,104,186,37
2016-04-22,05-Fri,Central Roosevelt M.S.,332,328,162,55,4,107
2016-04-22,05-Fri,West Washington M.S.,148,132,74,52,1,5
2016-04-22,05-Fri,North King High,367,345,7,75,154,109
2016-04-22,05-Fri,South Jefferson H.S.,385,352,76,172,67,37
2016-04-22,05-Fri,North York H.S.,280,271,66,57,23,125
2016-04-22,05-Fri,East Roosevelt H.S.,195,168,68,23,74,3
2016-04-22,05-Fri,South Arthur High,414,361,15,119,61,166
2016-04-22,05-Fri,South Truman H.S.,319,315,102,19,53,141
2016-04-22,05-Fri,East Washington H.S.,212,190,71,19,92,8
2016-04-22,05-Fri,East York High,126,112,47,48,0,17
2016-04-22,05-Fri,South Washington High,332,323,107,126,52,38
2016-04-25,01-Mon,North Roosevelt M.S.,485,415,32,15,82,286
2016-04-25,01-Mon,West Lincoln High,213,201,90,49,36,26
2016-04-25,01-Mon,Outer Jefferson H.S.,482,455,81,189,97,88
2016-04-25,01-Mon,Central Washington H.S.,238,227,63,60,79,25
2016-04-25,01-Mon,West Truman H.S.,299,257,32,3,13,209
2016-04-25,01-Mon,Central Jefferson M.S.,413,329,176,59,60,34
2016-04-25,01-Mon,Central Roosevelt M.S.,332,325,86,146,61,32
2016-04-25,01-Mon,West Washington M.S.,148,145,77,57,6,5
2016-04-25,01-Mon,North King High,367,306,102,3,190,11
2016-04-25,01-Mon,South Jefferson H.S.,385,377,187,110,23,57
2016-04-25,01-Mon,North York H.S.,280,264,92,41,67,64
2016-04-25,01-Mon,East Roosevelt H.S.,195,172,98,46,2,26
2016-04-25,01-Mon,South Arthur High,414,339,83,125,63,68
2016-04-25,01-Mon,South Truman H.S.,319,318,96,119,85,18
2016-04-25,01-Mon,East Washington H.S.,212,186,53,75,42,16
2016-04-25,01-Mon,East York High,126,116,50,41,8,17
2016-04-25,01-Mon,South Washington High,332,281,95,25,82,79
2016-04-26,02-Tue,North Roosevelt M.S.,485,438,95,171,8,164
2016-04-26,02-Tue,West Lincoln High,213,205,71,28,103,3
2016-04-26,02-Tue,Outer Jefferson H.S.,482,465,18,117,241,89
2016-04-26,02-Tue,Central Washington H.S.,238,235,52,73,86,24
2016-04-26,02-Tue,West Truman H.S.,299,238,5,85,7,141
2016-04-26,02-Tue,Central Jefferson M.S.,413,407,158,5,219,25
2016-04-26,02-Tue,Central Roosevelt M.S.,332,297,158,100,25,14
2016-04-26,02-Tue,West Washington M.S.,148,108,38,35,9,26
2016-04-26,02-Tue,North King High,367,342,47,45,13,237
2016-04-26,02-Tue,South Jefferson H.S.,385,380,183,151,14,32
2016-04-26,02-Tue,North York H.S.,280,274,125,9,8,132
2016-04-26,02-Tue,East Roosevelt H.S.,195,175,6,40,51,78
2016-04-26,02-Tue,South Arthur High,414,394,43,75,115,161
2016-04-26,02-Tue,South Truman H.S.,319,306,105,67,77,57
2016-04-26,02-Tue,East Washington H.S.,212,189,59,23,100,7
2016-04-26,02-Tue,East York High,126,107,23,41,32,11
2016-04-26,02-Tue,South Washington High,332,313,29,29,116,139
2016-04-27,03-Wed,North Roosevelt M.S.,485,381,186,35,45,115
2016-04-27,03-Wed,West Lincoln High,213,203,108,33,48,14
2016-04-27,03-Wed,Outer Jefferson H.S.,482,440,176,55,24,185
2016-04-27,03-Wed,Central Washington H.S.,238,193,44,54,11,84
2016-04-27,03-Wed,West Truman H.S.,299,260,84,20,39,117
2016-04-27,03-Wed,Central Jefferson M.S.,413,369,120,161,5,83
2016-04-27,03-Wed,Central Roosevelt M.S.,332,294,75,71,15,133
2016-04-27,03-Wed,West Washington M.S.,148,136,64,24,23,25
2016-04-27,03-Wed,North King High,367,361,164,143,12,42
2016-04-27,03-Wed,South Jefferson H.S.,385,312,140,147,6,19
2016-04-27,03-Wed,North York H.S.,280,266,72,4,180,10
2016-04-27,03-Wed,East Roosevelt H.S.,195,189,59,8,106,16
2016-04-27,03-Wed,South Arthur High,414,366,122,51,138,55
2016-04-27,03-Wed,South Truman H.S.,319,299,85,52,103,59
2016-04-27,03-Wed,East Washington H.S.,212,179,97,23,3,56
2016-04-27,03-Wed,East York High,126,116,2,10,94,10
2016-04-27,03-Wed,South Washington High,332,298,137,123,32,6
2016-04-28,04-Thu,North Roosevelt M.S.,485,452,57,94,19,282
2016-04-28,04-Thu,West Lincoln High,213,202,10,136,34,22
2016-04-28,04-Thu,Outer Jefferson H.S.,482,445,36,151,143,115
2016-04-28,04-Thu,Central Washington H.S.,238,218,63,81,14,60
2016-04-28,04-Thu,West Truman H.S.,299,243,113,47,45,38
2016-04-28,04-Thu,Central Jefferson M.S.,413,402,91,108,143,60
2016-04-28,04-Thu,Central Roosevelt M.S.,332,296,54,121,100,21
2016-04-28,04-Thu,West Washington M.S.,148,114,14,36,50,14
2016-04-28,04-Thu,North King High,367,353,112,175,12,54
2016-04-28,04-Thu,South Jefferson H.S.,385,329,119,102,40,68
2016-04-28,04-Thu,North York H.S.,280,266,0,52,81,133
2016-04-28,04-Thu,East Roosevelt H.S.,195,178,23,61,78,16
2016-04-28,04-Thu,South Arthur High,414,340,53,105,131,51
2016-04-28,04-Thu,South Truman H.S.,319,317,9,25,90,193
2016-04-28,04-Thu,East Washington H.S.,212,180,70,59,33,18
2016-04-28,04-Thu,East York High,126,109,58,34,7,10
2016-04-28,04-Thu,South Washington High,332,293,136,44,69,44
2016-04-29,05-Fri,North Roosevelt M.S.,485,461,112,127,121,101
2016-04-29,05-Fri,West Lincoln High,213,204,93,80,14,17
2016-04-29,05-Fri,Outer Jefferson H.S.,482,468,149,217,76,26
2016-04-29,05-Fri,Central Washington H.S.,238,209,105,68,15,21
2016-04-29,05-Fri,West Truman H.S.,299,272,79,1,144,48
2016-04-29,05-Fri,Central Jefferson M.S.,413,398,220,157,4,17
2016-04-29,05-Fri,Central Roosevelt M.S.,332,300,79,57,124,40
2016-04-29,05-Fri,West Washington M.S.,148,130,65,20,10,35
2016-04-29,05-Fri,North King High,367,362,214,61,85,2
2016-04-29,05-Fri,South Jefferson H.S.,385,351,30,96,198,27
2016-04-29,05-Fri,North York H.S.,280,273,59,112,84,18
2016-04-29,05-Fri,East Roosevelt H.S.,195,171,89,22,56,4
2016-04-29,05-Fri,South Arthur High,414,335,149,39,113,34
2016-04-29,05-Fri,South Truman H.S.,319,314,174,98,15,27
2016-04-29,05-Fri,East Washington H.S.,212,208,106,39,25,38
2016-04-29,05-Fri,East York High,126,123,36,8,61,18
2016-04-29,05-Fri,South Washington High,332,314,22,150,36,106
2016-05-02,01-Mon,North Roosevelt M.S.,485,441,113,18,174,136
2016-05-02,01-Mon,West Lincoln High,213,204,112,36,51,5
2016-05-02,01-Mon,Outer Jefferson H.S.,482,455,41,49,174,191
2016-05-02,01-Mon,Central Washington H.S.,238,223,46,33,119,25
2016-05-02,01-Mon,West Truman H.S.,299,293,88,90,96,19
2016-05-02,01-Mon,Central Jefferson M.S.,413,341,187,37,76,41
2016-05-02,01-Mon,Central Roosevelt M.S.,332,279,22,77,11,169
2016-05-02,01-Mon,West Washington M.S.,148,143,85,50,1,7
2016-05-02,01-Mon,North King High,367,318,99,38,56,125
2016-05-02,01-Mon,South Jefferson H.S.,385,360,84,144,52,80
2016-05-02,01-Mon,North York H.S.,280,271,136,88,19,28
2016-05-02,01-Mon,East Roosevelt H.S.,195,176,26,79,45,26
2016-05-02,01-Mon,South Arthur High,414,377,75,165,95,42
2016-05-02,01-Mon,South Truman H.S.,319,282,137,52,28,65
2016-05-02,01-Mon,East Washington H.S.,212,198,115,18,18,47
2016-05-02,01-Mon,East York High,126,110,40,28,14,28
2016-05-02,01-Mon,South Washington High,332,284,70,17,82,115
2016-05-03,02-Tue,North Roosevelt M.S.,485,477,165,24,284,4
2016-05-03,02-Tue,West Lincoln High,213,204,65,68,17,54
2016-05-03,02-Tue,Outer Jefferson H.S.,482,442,66,179,103,94
2016-05-03,02-Tue,Central Washington H.S.,238,234,17,88,102,27
2016-05-03,02-Tue,West Truman H.S.,299,275,113,26,82,54
2016-05-03,02-Tue,Central Jefferson M.S.,413,410,3,186,100,121
2016-05-03,02-Tue,Central Roosevelt M.S.,332,327,64,102,52,109
2016-05-03,02-Tue,West Washington M.S.,148,141,50,63,12,16
2016-05-03,02-Tue,North King High,367,315,171,30,31,83
2016-05-03,02-Tue,South Jefferson H.S.,385,359,137,128,90,4
2016-05-03,02-Tue,North York H.S.,280,272,11,9,203,49
2016-05-03,02-Tue,East Roosevelt H.S.,195,174,59,75,19,21
2016-05-03,02-Tue,South Arthur High,414,350,202,45,13,90
2016-05-03,02-Tue,South Truman H.S.,319,307,20,94,44,149
2016-05-03,02-Tue,East Washington H.S.,212,200,43,79,40,38
2016-05-03,02-Tue,East York High,126,113,22,26,3,62
2016-05-03,02-Tue,South Washington High,332,294,26,121,141,6
2016-05-04,03-Wed,North Roosevelt M.S.,485,440,203,87,101,49
2016-05-04,03-Wed,West Lincoln High,213,205,83,48,31,43
2016-05-04,03-Wed,Outer Jefferson H.S.,482,469,39,108,147,175
2016-05-04,03-Wed,Central Washington H.S.,238,207,28,15,100,64
2016-05-04,03-Wed,West Truman H.S.,299,279,108,17,64,90
2016-05-04,03-Wed,Central Jefferson M.S.,413,402,30,171,184,17
2016-05-04,03-Wed,Central Roosevelt M.S.,332,299,46,1,194,58
2016-05-04,03-Wed,West Washington M.S.,148,114,54,47,6,7
2016-05-04,03-Wed,North King High,367,342,200,61,3,78
2016-05-04,03-Wed,South Jefferson H.S.,385,320,179,61,49,31
2016-05-04,03-Wed,North York H.S.,280,275,108,11,24,132
2016-05-04,03-Wed,East Roosevelt H.S.,195,169,65,19,39,46
2016-05-04,03-Wed,South Arthur High,414,364,155,57,38,114
2016-05-04,03-Wed,South Truman H.S.,319,299,84,75,51,89
2016-05-04,03-Wed,East Washington H.S.,212,188,99,20,18,51
2016-05-04,03-Wed,East York High,126,121,30,8,62,21
2016-05-04,03-Wed,South Washington High,332,272,12,33,166,61
2016-05-05,04-Thu,North Roosevelt M.S.,485,467,245,49,138,35
2016-05-05,04-Thu,West Lincoln High,213,209,0,58,14,137
2016-05-05,04-Thu,Outer Jefferson H.S.,482,476,11,228,73,164
2016-05-05,04-Thu,Central Washington H.S.,238,185,28,19,34,104
2016-05-05,04-Thu,West Truman H.S.,299,280,39,27,84,130
2016-05-05,04-Thu,Central Jefferson M.S.,413,405,232,114,36,23
2016-05-05,04-Thu,Central Roosevelt M.S.,332,325,110,156,27,32
2016-05-05,04-Thu,West Washington M.S.,148,107,56,8,23,20
2016-05-05,04-Thu,North King High,367,302,13,21,75,193
2016-05-05,04-Thu,South Jefferson H.S.,385,375,167,43,142,23
2016-05-05,04-Thu,North York H.S.,280,278,84,104,10,80
2016-05-05,04-Thu,East Roosevelt H.S.,195,177,30,19,103,25
2016-05-05,04-Thu,South Arthur High,414,351,41,153,49,108
2016-05-05,04-Thu,South Truman H.S.,319,298,121,21,141,15
2016-05-05,04-Thu,East Washington H.S.,212,211,34,30,139,8
2016-05-05,04-Thu,East York High,126,113,46,15,49,3
2016-05-05,04-Thu,South Washington High,332,283,20,96,48,119
2016-05-06,05-Fri,North Roosevelt M.S.,485,461,233,213,11,4
2016-05-06,05-Fri,West Lincoln High,213,202,67,52,18,65
2016-05-06,05-Fri,Outer Jefferson H.S.,482,455,88,131,219,17
2016-05-06,05-Fri,Central Washington H.S.,238,203,76,74,5,48
2016-05-06,05-Fri,West Truman H.S.,299,272,36,132,36,68
2016-05-06,05-Fri,Central Jefferson M.S.,413,348,160,93,42,53
2016-05-06,05-Fri,Central Roosevelt M.S.,332,280,81,116,11,72
2016-05-06,05-Fri,West Washington M.S.,148,124,41,18,45,20
2016-05-06,05-Fri,North King High,367,346,81,107,107,51
2016-05-06,05-Fri,South Jefferson H.S.,385,343,92,13,33,205
2016-05-06,05-Fri,North York H.S.,280,259,134,94,11,20
2016-05-06,05-Fri,East Roosevelt H.S.,195,170,100,42,13,15
2016-05-06,05-Fri,South Arthur High,414,342,182,158,0,2
2016-05-06,05-Fri,South Truman H.S.,319,284,78,93,19,94
2016-05-06,05-Fri,East Washington H.S.,212,201,23,92,48,38
2016-05-06,05-Fri,East York High,126,108,1,24,81,2
2016-05-06,05-Fri,South Washington High,332,294,124,103,20,47
2016-05-09,01-Mon,North Roosevelt M.S.,485,463,246,55,5,157
2016-05-09,01-Mon,West Lincoln High,213,205,68,71,36,30
2016-05-09,01-Mon,Outer Jefferson H.S.,482,454,158,27,229,40
2016-05-09,01-Mon,Central Washington H.S.,238,236,19,50,90,77
2016-05-09,01-Mon,West Truman H.S.,299,267,60,76,118,13
2016-05-09,01-Mon,Central Jefferson M.S.,413,382,148,35,81,118
2016-05-09,01-Mon,Central Roosevelt M.S.,332,325,137,107,54,27
2016-05-09,01-Mon,West Washington M.S.,148,109,47,5,38,19
2016-05-09,01-Mon,North King High,367,330,15,38,28,249
2016-05-09,01-Mon,South Jefferson H.S.,385,333,80,80,62,111
2016-05-09,01-Mon,North York H.S.,280,275,44,116,101,14
2016-05-09,01-Mon,East Roosevelt H.S.,195,174,61,7,41,65
2016-05-09,01-Mon,South Arthur High,414,410,94,169,45,102
2016-05-09,01-Mon,South Truman H.S.,319,309,93,37,108,71
2016-05-09,01-Mon,East Washington H.S.,212,203,51,99,18,35
2016-05-09,01-Mon,East York High,126,112,26,19,30,37
2016-05-09,01-Mon,South Washington High,332,285,81,73,0,131
2016-05-10,02-Tue,North Roosevelt M.S.,485,455,32,128,64,231
2016-05-10,02-Tue,West Lincoln High,213,206,55,81,0,70
2016-05-10,02-Tue,Outer Jefferson H.S.,482,473,130,228,73,42
2016-05-10,02-Tue,Central Washington H.S.,238,198,94,11,85,8
2016-05-10,02-Tue,West Truman H.S.,299,247,96,86,28,37
2016-05-10,02-Tue,Central Jefferson M.S.,413,365,26,27,128,184
2016-05-10,02-Tue,Central Roosevelt M.S.,332,290,44,13,102,131
2016-05-10,02-Tue,West Washington M.S.,148,114,26,37,32,19
2016-05-10,02-Tue,North King High,367,347,154,84,8,101
